sample_id,target_setting,seed,split,label,domain,text_source,text_length_chars,event_clean_mask,source_sparse_top2,event_semantic_rank,plm_deberta_rank,event_reliability_lr_bal_c0p03,peer_mermaid_moe,peer_mermaid_moe_seedlogitmean
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_218,target_politifact,20260425,val,1,coaid,article_text,551,1.0,0.4839537869062901,0.6786478391099701,0.9347454000855798,0.8333333333333334,0.8906718014548567,0.8964484381685922
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_225,target_politifact,20260425,val,1,coaid,title_only,133,1.0,0.508130081300813,0.7993153615746684,0.5164741121095422,0.8461703038083013,0.8498074454428755,0.8536585365853658
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_226,target_politifact,20260425,val,1,coaid,title_only,83,1.0,0.6902011125374412,0.7436884895164741,0.8712023962344887,0.858793324775353,0.8904578519469405,0.8874625588361147
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_233,target_politifact,20260425,val,1,coaid,title_only,194,1.0,0.6713735558408216,0.7961061189559264,0.8910997004706889,0.8767650834403081,0.8583654257595208,0.8973042362002568
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_251,target_politifact,20260425,val,1,coaid,title_only,94,1.0,0.712665810868635,0.9540008557980316,0.9345314505776636,0.991869918699187,0.9165596919127086,0.915703893881044
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_261,target_politifact,20260425,val,1,coaid,title_only,74,1.0,0.92533162173727,0.9501497646555412,0.9456568249893024,0.9646983311938384,0.9734702610183996,0.9621309370988448
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_27,target_politifact,20260425,val,1,coaid,title_only,93,1.0,0.957851946940522,0.8827556696619597,0.9142062473256312,0.8889602053915276,0.8818998716302953,0.883183568677792
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_270,target_politifact,20260425,val,1,coaid,title_only,83,1.0,0.8934531450577664,0.9636285836542576,0.9321780059905862,0.9882327770646128,0.9407359863072317,0.9302524604193412
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_271,target_politifact,20260425,val,1,coaid,title_only,37,1.0,0.959349593495935,0.9726144629867352,0.9356011981172444,0.9888746255883611,0.999999,0.9760376551133932
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_280,target_politifact,20260425,val,1,coaid,article_text,562,1.0,0.9473684210526316,0.9649122807017544,0.926829268292683,0.9473684210526316,0.9214805305947796,0.9435173299101411
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_288,target_politifact,20260425,val,1,coaid,title_only,171,1.0,0.9465126230209672,0.9488660676080444,0.9240479246897731,0.9456568249893024,0.8397518185708173,0.8322635857937527
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_29,target_politifact,20260425,val,1,coaid,title_only,103,1.0,0.3164313222079589,0.4959349593495935,0.928754813863928,0.6482670089858793,0.7590928540864356,0.7340607616602481
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_300,target_politifact,20260425,val,1,coaid,title_only,109,1.0,0.6208814719726145,0.8219940094137783,0.938382541720154,0.9311082584510056,0.9306803594351734,0.9234060761660248
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_311,target_politifact,20260425,val,1,coaid,title_only,61,1.0,0.8142918271287976,0.887890457851947,0.9298245614035088,0.9584937954642704,0.9726144629867352,0.957637997432606
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_317,target_politifact,20260425,val,1,coaid,title_only,169,1.0,0.9394522892597348,0.9653401797175868,0.9283269148480958,0.9811724433033804,0.4931536157466837,0.7308515190415062
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_32,target_politifact,20260425,val,1,coaid,title_only,123,1.0,0.214377406931964,0.6848523748395379,0.9435173299101411,0.8791185280273855,0.999999,0.9749679075738126
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_327,target_politifact,20260425,val,1,coaid,title_only,65,1.0,0.8406076166024818,0.9507916131792896,0.9497218656397092,0.9899443731279418,0.9818142918271288,0.972400513478819
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_332,target_politifact,20260425,val,1,coaid,title_only,53,1.0,0.6955498502353444,0.5340179717586649,0.7819854514334617,0.5055626872058194,0.8207103123662816,0.8209242618741976
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_342,target_politifact,20260425,val,1,coaid,title_only,36,1.0,0.6953359007274283,0.5098416773641421,0.7851946940522037,0.5699614890885751,0.8523748395378691,0.8570817287120239
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_348,target_politifact,20260425,val,1,coaid,title_only,165,1.0,0.8793324775353016,0.6593923833975182,0.9405220367993152,0.8164313222079589,0.999999,0.9783910997004708
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_352,target_politifact,20260425,val,1,coaid,title_only,42,1.0,0.9321780059905862,0.4597774925117672,0.91869918699187,0.4732563115104835,0.9360290971330766,0.92533162173727
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_359,target_politifact,20260425,val,1,coaid,title_only,34,1.0,0.9165596919127086,0.9304664099272572,0.9302524604193412,0.9080017115960634,0.9293966623876764,0.9259734702610184
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_363,target_politifact,20260425,val,1,coaid,article_text,562,1.0,0.3436029097133076,0.787334189131365,0.9291827128797604,0.9020111253744116,0.9783910997004708,0.9762516046213092
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_366,target_politifact,20260425,val,1,coaid,article_text,530,1.0,0.8202824133504493,0.7374839537869063,0.1566110397946084,0.6790757381258024,0.8433889602053916,0.8097988874625588
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_382,target_politifact,20260425,val,1,coaid,title_only,96,1.0,0.97732135216089,0.940094137783483,0.9223363286264442,0.9201968335472828,0.9075738125802312,0.897732135216089
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_392,target_politifact,20260425,val,1,coaid,title_only,57,1.0,0.4884467265725289,0.2774925117672229,0.9326059050064184,0.4148480958493795,0.887890457851947,0.8804022250748823
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_40,target_politifact,20260425,val,1,coaid,title_only,169,1.0,0.9065040650406504,0.9032948224219084,0.928540864356012,0.899443731279418,0.9208386820710311,0.9054343175010696
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_406,target_politifact,20260425,val,1,coaid,title_only,34,1.0,0.8078733418913137,0.9392383397518186,0.8975181857081729,0.9689773213521607,0.8226358579375267,0.8682071031236628
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_407,target_politifact,20260425,val,1,coaid,title_only,85,1.0,0.6228070175438597,0.8179289687633718,0.9385964912280702,0.925545571245186,0.9747539580658964,0.9584937954642704
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_415,target_politifact,20260425,val,1,coaid,title_only,77,1.0,0.9713307659392384,0.8985879332477535,0.946298673513051,0.9289687633718442,0.9403080872913993,0.9411638853230636
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_427,target_politifact,20260425,val,1,coaid,title_only,63,1.0,0.9214805305947796,0.9045785194694052,0.935173299101412,0.964270432178006,0.9375267436884896,0.9356011981172444
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_43,target_politifact,20260425,val,1,coaid,article_text,580,1.0,0.4114249037227214,0.8309798887462558,0.9264013692768508,0.897732135216089,0.965768078733419,0.9775353016688062
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_433,target_politifact,20260425,val,1,coaid,article_text,105,1.0,0.4540008557980317,0.9050064184852374,0.9225502781343604,0.9813863928112966,0.8793324775353016,0.8694908001711597
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_439,target_politifact,20260425,val,1,coaid,title_only,149,1.0,0.8157894736842105,0.9167736414206248,0.9120667522464698,0.9174154899443732,0.8932391955498502,0.8981600342319213
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_44,target_politifact,20260425,val,1,coaid,title_only,103,1.0,0.9948652118100128,0.9565682498930252,0.9540008557980316,0.9685494223363288,0.9332477535301668,0.9266153187847668
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_452,target_politifact,20260425,val,1,coaid,title_only,87,1.0,0.8290543431750107,0.5924261874197689,0.8966623876765083,0.7892597347026102,0.8868207103123663,0.8938810440735986
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_462,target_politifact,20260425,val,1,coaid,title_only,89,1.0,0.5425759520753102,0.7421908429610612,0.9165596919127086,0.8635002139495079,0.7310654685494223,0.7794180573384681
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_470,target_politifact,20260425,val,1,coaid,title_only,46,1.0,0.8778348309798888,0.9094993581514762,0.944801026957638,0.9640564826700898,0.9619169875909286,0.943089430894309
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_485,target_politifact,20260425,val,1,coaid,title_only,73,1.0,0.7207958921694481,0.8928112965340179,0.933461703038083,0.9749679075738126,0.936670945656825,0.9276850663243474
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_499,target_politifact,20260425,val,1,coaid,title_only,30,1.0,0.9621309370988448,0.9702610183996576,0.9332477535301668,0.993581514762516,0.9824561403508772,0.9696191698759092
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_500,target_politifact,20260425,val,1,coaid,article_text,355,1.0,0.5432178005990587,0.8630723149336756,0.8838254172015404,0.9030808729139924,0.4390243902439024,0.7297817715019256
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_505,target_politifact,20260425,val,1,coaid,article_text,619,1.0,0.6324347454000856,0.866923406076166,0.9426615318784768,0.9497218656397092,0.9043645699614892,0.933461703038083
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_512,target_politifact,20260425,val,1,coaid,title_only,66,1.0,0.970902866923406,0.9411638853230636,0.9422336328626444,0.9574240479246898,0.9828840393667094,0.9640564826700898
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_535,target_politifact,20260425,val,1,coaid,title_only,88,1.0,0.956140350877193,0.900941377834831,0.9403080872913993,0.9278990158322636,0.9167736414206248,0.9152759948652118
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_539,target_politifact,20260425,val,1,coaid,title_only,104,1.0,0.8716302952503209,0.8752674368848952,0.9499358151476252,0.9614890885750964,0.999999,0.9713307659392384
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_554,target_politifact,20260425,val,1,coaid,title_only,161,1.0,0.745186136071887,0.8744116388532306,0.9313222079589216,0.9580658964484382,0.8861788617886179,0.912280701754386
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_558,target_politifact,20260425,val,1,coaid,title_only,129,1.0,0.6889174154899443,0.8301240907145914,0.9231921266581088,0.8970902866923406,0.8547282841249465,0.8844672657252889
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_568,target_politifact,20260425,val,1,coaid,title_only,98,1.0,0.9721865639709028,0.9043645699614892,0.9377406931964056,0.9152759948652118,0.938382541720154,0.9488660676080444
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_58,target_politifact,20260425,val,1,coaid,title_only,100,1.0,0.6397090286692341,0.7847667950363714,0.9193410355156184,0.9129225502781344,0.8260590500641849,0.8076593923833976
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_9,target_politifact,20260425,val,1,coaid,title_only,118,1.0,0.2231493367565254,0.4961489088575096,0.8168592212237912,0.5813008130081301,0.8545143346170304,0.8575096277278562
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_92,target_politifact,20260425,val,1,coaid,title_only,78,1.0,0.9148480958493796,0.6529738981600343,0.94801026957638,0.8215661103979461,0.9715447154471544,0.9614890885750964
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_97,target_politifact,20260425,val,1,coaid,title_only,241,1.0,0.7973898160034232,0.8157894736842105,0.9311082584510056,0.9169875909285408,0.870132648694908,0.8057338468121523
coaid_05-01-2020_05-01-2020_NewsFakeCOVID-19.csv_98,target_politifact,20260425,val,1,coaid,title_only,56,1.0,0.8095849379546427,0.853872486093282,0.6587505348737698,0.8810440735986307,0.7167308515190415,0.7197261446298674
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_10,target_politifact,20260425,val,0,coaid,article_text,571,1.0,0.5911424903722722,0.5492083868207103,0.0718870346598202,0.1302952503209242,0.0721009841677364,0.048780487804878
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1016,target_politifact,20260425,val,0,coaid,article_text,540,1.0,0.5380830124090714,0.3018827556696619,0.0139067180145485,0.068249893025246,0.0556268720581942,0.0979888746255883
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1029,target_politifact,20260425,val,0,coaid,article_text,524,1.0,0.0905006418485237,0.3288403936670945,0.034231921266581,0.0721009841677364,0.1322207958921694,0.1531878476679503
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1035,target_politifact,20260425,val,0,coaid,article_text,552,1.0,0.0592640136927685,0.1583226358579375,0.0338040222507488,0.0481386392811296,0.034231921266581,0.0410783055198973
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1038,target_politifact,20260425,val,0,coaid,article_text,545,1.0,0.0975609756097561,0.10397946084724,0.0772357723577235,0.0703893881044073,0.1172443303380402,0.1418485237483953
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1039,target_politifact,20260425,val,0,coaid,article_text,534,1.0,0.1388532306375695,0.1626016260162601,0.0783055198973042,0.0710312366281557,0.0265297389816003,0.0224646983311938
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_105,target_politifact,20260425,val,0,coaid,article_text,554,1.0,0.0772357723577235,0.0599058622165169,0.0160462130937098,0.0096277278562259,0.0047068891741548,0.0029952931108258
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1062,target_politifact,20260425,val,0,coaid,article_text,532,1.0,0.2351305091998288,0.2184424475823705,0.0564826700898587,0.0735986307231493,0.0791613179289687,0.1456996148908857
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1065,target_politifact,20260425,val,0,coaid,article_text,527,1.0,0.4503637141634574,0.4208386820710312,0.0477107402652973,0.1474112109542148,0.2404792468977321,0.4135643988018828
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1070,target_politifact,20260425,val,0,coaid,article_text,526,1.0,0.15596919127086,0.2907573812580231,0.0483525887890457,0.0787334189131365,0.1022678647839109,0.1628155755241763
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_108,target_politifact,20260425,val,0,coaid,article_text,581,1.0,0.1489088575096277,0.2965340179717586,0.0235344458707745,0.056910569105691,0.0198973042362002,0.027599486521181
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1082,target_politifact,20260425,val,0,coaid,article_text,553,1.0,0.0635430038510911,0.0335900727428326,0.037441163885323,0.0188275566966195,0.0451433461703038,0.0658964484381686
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1088,target_politifact,20260425,val,0,coaid,article_text,555,1.0,0.1129653401797175,0.1213093709884467,0.0280273855370132,0.0353016688061617,0.0376551133932391,0.0502781343602909
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1100,target_politifact,20260425,val,0,coaid,article_text,541,1.0,0.1163885323063756,0.1775780915703894,0.0611895592640136,0.0855798031664527,0.1292255027813436,0.159178433889602
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1104,target_politifact,20260425,val,0,coaid,article_text,528,1.0,0.0712451861360718,0.3196405648267009,0.0759520753102267,0.0658964484381686,0.092640136927685,0.0780915703893881
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1109,target_politifact,20260425,val,0,coaid,article_text,544,1.0,0.1086863500213949,0.1831407787762088,0.0346598202824133,0.048780487804878,0.1168164313222079,0.1394950791613179
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1112,target_politifact,20260425,val,0,coaid,article_text,543,1.0,0.1123234916559692,0.6422764227642277,0.0100556268720581,0.3513050919982884,0.1529738981600342,0.2197261446298673
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1123,target_politifact,20260425,val,0,coaid,article_text,540,1.0,0.1198117244330338,0.1589644843816859,0.0132648694908001,0.0451433461703038,0.0778776208814719,0.1061189559264013
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1130,target_politifact,20260425,val,0,coaid,article_text,545,1.0,0.4015832263585793,0.7732135216089003,0.0860077021822849,0.5581942661531879,0.1677364142062473,0.191698759092854
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1146,target_politifact,20260425,val,0,coaid,article_text,513,1.0,0.1078305519897304,0.1996148908857509,0.0194694052203679,0.0453572956782199,0.0308087291399229,0.035729567821994
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1170,target_politifact,20260425,val,0,coaid,article_text,220,1.0,0.0952075310226786,0.0483525887890457,0.0964912280701754,0.0558408215661104,0.0062045357295678,0.0040650406504065
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1178,target_politifact,20260425,val,0,coaid,article_text,538,1.0,0.087719298245614,0.2295678219940094,0.0051347881899871,0.008130081300813,0.0113393239195549,0.0151904150620453
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1207,target_politifact,20260425,val,0,coaid,article_text,214,1.0,0.0770218228498074,0.0603337612323491,0.0151904150620453,0.0158322635857937,0.0205391527599486,0.0222507488232777
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1214,target_politifact,20260425,val,0,coaid,article_text,519,1.0,0.6159606332905434,0.4726144629867351,0.1508344030808729,0.1324347454000855,0.0348737697903294,0.0344458707744972
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1227,target_politifact,20260425,val,0,coaid,article_text,303,1.0,0.1454856653829696,0.1944801026957638,0.0759520753102267,0.0806589644843816,0.0305947796320068,0.0459991442019683
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1235,target_politifact,20260425,val,0,coaid,article_text,261,1.0,0.0830124090714591,0.0774497218656397,0.0999144201968335,0.0528455284552845,0.0100556268720581,0.0062045357295678
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1263,target_politifact,20260425,val,0,coaid,article_text,529,1.0,0.040650406504065,0.0586221651690201,0.0616174582798459,0.0511339323919554,0.0410783055198973,0.0380830124090714
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1318,target_politifact,20260425,val,0,coaid,article_text,515,1.0,0.05198973042362,0.107188703465982,0.0032092426187419,0.0047068891741548,0.0072742832691484,0.0143346170303808
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1321,target_politifact,20260425,val,0,coaid,article_text,551,1.0,0.0669661959777492,0.0802310654685494,0.009841677364142,0.0198973042362002,0.0136927685066324,0.0233204963628583
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1322,target_politifact,20260425,val,0,coaid,article_text,635,1.0,0.0547710740265297,0.1694480102695763,0.0002139495079161,0.0047068891741548,0.0006418485237483,0.0004278990158322
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1357,target_politifact,20260425,val,0,coaid,article_text,563,1.0,0.0759520753102267,0.3461703038083012,0.0036371416345742,0.0083440308087291,0.0042789901583226,0.0055626872058194
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1366,target_politifact,20260425,val,0,coaid,article_text,627,1.0,0.1382113821138211,0.2122379118528027,0.0419341035515618,0.0556268720581942,0.0044929396662387,0.0077021822849807
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1369,target_politifact,20260425,val,0,coaid,article_text,511,1.0,0.1277278562259307,0.3348309798887462,0.0068463842533162,0.0286692340607616,0.0085579803166452,0.0113393239195549
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_137,target_politifact,20260425,val,0,coaid,article_text,532,1.0,0.1155327342747111,0.0282413350449293,0.0528455284552845,0.0350877192982456,0.0774497218656397,0.0956354300385109
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1384,target_politifact,20260425,val,0,coaid,article_text,507,1.0,0.0939238339751818,0.2667950363714163,0.0776636713735558,0.0581942661531878,0.0258878904578519,0.0363714163457424
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1403,target_politifact,20260425,val,0,coaid,title_only,27,1.0,0.5494223363286265,0.3564398801882755,0.2537441163885323,0.4606332905434318,0.4535729567821994,0.4161317928968763
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1408,target_politifact,20260425,val,0,coaid,article_text,501,1.0,0.0462130937098844,0.0834403080872914,0.1016260162601626,0.0231065468549422,0.0213949507916131,0.013050919982884
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1414,target_politifact,20260425,val,0,coaid,article_text,609,1.0,0.0340179717586649,0.0154043645699614,0.0164741121095421,0.0284552845528455,0.0083440308087291,0.009841677364142
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1416,target_politifact,20260425,val,0,coaid,article_text,534,1.0,0.6972614462986735,0.4687633718442447,0.0175438596491228,0.1116816431322208,0.0149764655541292,0.0263157894736842
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1421,target_politifact,20260425,val,0,coaid,article_text,549,1.0,0.0350877192982456,0.0607616602481814,0.0344458707744972,0.0072742832691484,0.0466409927257167,0.0271715875053487
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1423,target_politifact,20260425,val,0,coaid,article_text,627,1.0,0.1923406076166025,0.3157894736842105,0.0124090714591356,0.0584082156611039,0.0273855370132648,0.0466409927257167
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1433,target_politifact,20260425,val,0,coaid,article_text,526,1.0,0.1320068463842533,0.0868635002139495,0.0271715875053487,0.0515618314077877,0.0241762943945228,0.0258878904578519
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1434,target_politifact,20260425,val,0,coaid,title_only,30,1.0,0.4694052203679931,0.3780487804878049,0.2002567394094993,0.4056482670089859,0.2466837826272999,0.2195121951219512
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1462,target_politifact,20260425,val,0,coaid,article_text,586,1.0,0.1221651690201112,0.17864783910997,0.0451433461703038,0.0492083868207103,0.0194694052203679,0.02931108258451
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1481,target_politifact,20260425,val,0,coaid,article_text,544,1.0,0.0883611467693624,0.1469833119383825,0.0025673940949935,0.0175438596491228,0.0029952931108258,0.0034231921266581
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1496,target_politifact,20260425,val,0,coaid,article_text,601,1.0,0.1694480102695763,0.469191270860077,0.0310226786478391,0.0768078733418913,0.0860077021822849,0.1465554129225502
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1505,target_politifact,20260425,val,0,coaid,article_text,568,1.0,0.4473684210526316,0.595849379546427,0.0511339323919554,0.3566538296961917,0.0924261874197689,0.1467693624304664
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_151,target_politifact,20260425,val,0,coaid,article_text,534,1.0,0.0791613179289687,0.1330765939238339,0.0532734274711168,0.0408643560119811,0.0228925973470261,0.0201112537441163
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1510,target_politifact,20260425,val,0,coaid,article_text,583,1.0,0.0708172871202396,0.3142918271287976,0.0166880616174582,0.0316645271715875,0.0282413350449293,0.0282413350449293
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1513,target_politifact,20260425,val,0,coaid,article_text,595,1.0,0.0239623448866067,0.0258878904578519,0.0327342747111681,0.0258878904578519,0.027599486521181,0.0303808301240907
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_152,target_politifact,20260425,val,0,coaid,article_text,553,1.0,0.2625160462130937,0.3260590500641848,0.0072742832691484,0.0532734274711168,0.0462130937098844,0.0616174582798459
coaid_05-01-2020_05-01-2020_NewsRealCOVID-19.csv_1526,target_politifact,20260425,val,0,coaid,article_text,571,1.0,0.0988446726572528,0.5113393239195549,0.1061189559264013,0.1801454856653829,0.1752246469833119,0.2026101839965768
